sourceTaxonId	sourceTaxonName	sourceTaxonSex	sourceTaxonLifestage	sourceTaxoncollid	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	targetTaxonSex	targetTaxonLifestage	targetTaxoncollid	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
EOL:914958	Bubo virginianus	http://purl.obolibrary.org/obo/PATO_0000383	http://www.ebi.ac.uk/efo/EFO_0001272	http://arctos.database.museum/guid/DMNS:Bird:44431	RO:0002470	Eats	EOL:311573	Peromyscus maniculatus	http://purl.obolibrary.org/obo/PATO_0000384		http://arctos.database.museum/guid/DMNS:Mamm:15092	GEONAMES:5579153	Livermore, US Highway 287 just south of the Wyoming border, Colorado, United States	40.794426	-105.217203	2014-10-22	doi:10.15468/t3bsxx	Spellman G (2017). DMNS Bird Collection (Arctos). Version 34.3. Denver Museum of Nature & Science. Occurrence Dataset https://doi.org/10.15468/t3bsxx accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:22940	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:278919	GEONAMES:5879092	Alaska, United States	56.23333333	-132.9833333	1992-07-29	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:22942	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:282419	GEONAMES:5879092	Alaska, United States	56.23333333	-132.9833333	1992-07-27	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:23620	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:282066	GEONAMES:5879092	Alaska, United States	55.46111111	-132.6916667	1993-06-30	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:23651	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:276609	GEONAMES:5879092	Alaska, United States	55.45	-133.3583333	1993-07-06	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:23855	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:276082	GEONAMES:5879092	Alaska, United States	56	-133.4	1993-07-31	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:24384	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:278846	GEONAMES:5879092	Alaska, United States	56.23333333	-132.9833333	1992-07-29	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:24391	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:280204	GEONAMES:5879092	Alaska, United States	56.23333333	-132.9833333	1992-07-29	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:34550	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:278189	GEONAMES:5879092	Alaska, United States	55.53333333	-131.8	1995-07-07	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:34564	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:277718	GEONAMES:5879092	Alaska, United States	57.29027778	-133.8447222	1995-07-08	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:35217	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:279665	GEONAMES:5879092	Alaska, United States	55.53333333	-131.8	1995-07-07	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:35218	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:277464	GEONAMES:5879092	Alaska, United States	55.53333333	-131.8	1995-07-07	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:35225	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:276167	GEONAMES:5879092	Alaska, United States	55.53333333	-131.8	1995-07-07	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:35251	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:275962	GEONAMES:5879092	Alaska, United States	55.53333333	-131.8	1995-07-11	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:35255	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:275961	GEONAMES:5879092	Alaska, United States	55.53333333	-131.8	1995-07-11	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:35264	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:277665	GEONAMES:5879092	Alaska, United States	55.66666667	-133.5833333	1995-07-27	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:35315	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:277329	GEONAMES:5879092	Alaska, United States	57.29027778	-133.8447222	1995-07-08	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42441	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:280573	GEONAMES:5879092	Alaska, United States	55.27944444	-133.1858333	1996-07-11	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42492	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:279283	GEONAMES:5879092	Alaska, United States	54.94833333	-131.4888889	1996-06-29	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42494	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:279653	GEONAMES:5879092	Alaska, United States	54.94833333	-131.4888889	1996-06-29	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42507	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:278921	GEONAMES:5879092	Alaska, United States	54.94833333	-131.4888889	1996-06-29	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42512	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:276366	GEONAMES:5879092	Alaska, United States	54.82138889	-133.5208333	1996-07-02	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42513	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:276478	GEONAMES:5879092	Alaska, United States	54.82138889	-133.5208333	1996-07-02	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42514	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:281543	GEONAMES:5879092	Alaska, United States	54.82138889	-133.5208333	1996-07-02	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42517	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:282160	GEONAMES:5879092	Alaska, United States	54.82138889	-133.5208333	1996-07-02	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42522	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:276800	GEONAMES:5879092	Alaska, United States	54.74416667	-132.7711111	1996-07-01	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42539	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:279628	GEONAMES:5879092	Alaska, United States	54.74416667	-132.7711111	1996-07-01	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42541	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:280002	GEONAMES:5879092	Alaska, United States	54.74416667	-132.7711111	1996-07-01	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42545	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:278821	GEONAMES:5879092	Alaska, United States	54.74416667	-132.7711111	1996-07-01	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42546	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:280939	GEONAMES:5879092	Alaska, United States	54.74416667	-132.7711111	1996-07-01	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42547	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:279215	GEONAMES:5879092	Alaska, United States	54.74416667	-132.7711111	1996-07-01	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42548	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:280160	GEONAMES:5879092	Alaska, United States	54.74416667	-132.7711111	1996-07-01	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42583	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:282194	GEONAMES:5879092	Alaska, United States	55.43972222	-133.4552778	1996-07-05	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42606	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:279337	GEONAMES:5879092	Alaska, United States	55.40722222	-133.4666667	1996-07-06	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42641	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:278532	GEONAMES:5879092	Alaska, United States	55.27888889	-133.3138889	1996-07-09	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42642	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:277226	GEONAMES:5879092	Alaska, United States	55.91888889	-133.685	1996-07-13	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42679	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:276591	GEONAMES:5879092	Alaska, United States	54.96222222	-133.4888889	1996-06-30	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42695	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:278232	GEONAMES:5879092	Alaska, United States	55.27888889	-133.3138889	1996-07-09	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42735	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:277617	GEONAMES:5879092	Alaska, United States	54.82138889	-133.5208333	1996-07-02	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42739	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:280223	GEONAMES:5879092	Alaska, United States	54.82138889	-133.5208333	1996-07-02	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
EOL:328576	Peromyscus keeni	http://purl.obolibrary.org/obo/PATO_0000383		http://arctos.database.museum/guid/UAM:Mamm:42747	RO:0002453	Host of	EOL:164	Arthropoda			http://arctos.database.museum/guid/UAM:Ento:280566	GEONAMES:5879092	Alaska, United States	54.82138889	-133.5208333	1996-07-02	doi:10.15468/lbixob	Olson L (2017). UAM Mammal Collection (Arctos). Version 34.3. University of Alaska Museum of the North. Occurrence Dataset https://doi.org/10.15468/lbixob accessed via GBIF.org on 2017-06-12.
